,Name of movie,Description,Age rate,Year,Runtime,Genre
483,The Texas Chainsaw Massacre: The Beginning,"Before being sent to serve in Vietnam, two brothers and their girlfriends take one last road trip, but when they get into an accident, a terrifying experience will take them to a secluded house of horrors, with a chainsaw-wielding killer.",R,2006,91,"Horror, Thriller            "
484,Paycheck,"What seemed like a breezy idea for an engineer to net him millions of dollars, leaves him on the run for his life and piecing together why he's being chased.",PG-13,2003,119,"Action, Mystery, Sci-Fi            "
485,Starsky & Hutch,"Two streetwise cops bust criminals in their red and white Ford Gran Torino, with the help of a police snitch called ""Huggy Bear"".",PG-13,2004,101,"Comedy, Crime            "
486,The Princess Diaries 2: Royal Engagement,"Now settled in Genovia, Princess Mia faces a new revelation: she is being primed for an arranged marriage to an English suitor.",G,2004,113,"Comedy, Family, Romance            "
487,Mad Max 2: The Road Warrior,"In the post-apocalyptic Australian wasteland, a cynical drifter agrees to help a small, gasoline-rich community escape a horde of bandits.",R,1981,96,"Action, Adventure, Sci-Fi            "
488,Tarzan,A man raised by gorillas must decide where he really belongs when he discovers he is a human.,G,1999,88,"Animation, Adventure, Comedy            "
489,Miami Vice,"Based on the 1980s TV action/drama, this update focuses on vice detectives Crockett and Tubbs as their respective personal and professional lives become dangerously intertwined.",R,2006,132,"Action, Crime, Drama            "
490,Shark Tale,"When a son of a gangster shark boss is accidentally killed while on the hunt, his would-be prey and his vegetarian brother decide to use the incident to their own advantage.",PG,2004,90,"Animation, Adventure, Comedy            "
491,The Time Machine,"Hoping to alter the events of the past, a 19th century inventor instead travels 800,000 years into the future, where he finds humankind divided into two warring races.",PG-13,2002,96,"Action, Adventure, Sci-Fi            "
492,The Grudge,"An American nurse living and working in Tokyo is exposed to a mysterious supernatural curse, one that locks a person in a powerful rage before claiming their life and spreading to another victim.",PG-13,2004,91,"Horror, Mystery, Thriller            "
493,Freddy vs. Jason,"Freddy Krueger and Jason Voorhees return to terrorize the teenagers of Elm Street. Only this time, they're out to get each other, too.",R,2003,97,"Action, Horror            "
494,Behind Enemy Lines,"A disillusioned pilot shot down over war-torn Bosnia is ensnared in the conflict in war-torn Bosnia. In the crosshairs of the enemy and an assassin, the spoiled pilot runs for his life as his commanding officer risks all to save him.",PG-13,2001,106,"Action, Drama, Thriller            "
495,Saw V,"Following Jigsaw's grisly demise, Mark Hoffman is commended as a hero, but Agent Strahm is suspicious, and delves into Hoffman's past. Meanwhile, another group of people are put through a series of gruesome tests.",R,2008,92,"Crime, Horror, Mystery            "
496,Runaway Jury,A juror on the inside and a woman on the outside manipulate a court trial involving a major gun manufacturer.,PG-13,2003,127,"Crime, Drama, Thriller            "
497,The Eye,"Violinist Sydney Wells was accidentally blinded by her sister Helen when she was five years old. She submits to a cornea transplantation, and while recovering from the operation, she realizes that she is seeing dead people.",PG-13,2008,98,"Horror, Mystery            "
498,Romeo Must Die,An avenging cop seeks out his brother's killer and falls for the daughter of a businessman who is involved in a money-deal with his father.,R,2000,115,"Action, Crime, Thriller            "
499,Rules of Engagement,An attorney defends an officer on trial for ordering his troops to fire on civilians after they stormed a U.S. embassy in a Middle Eastern country.,R,2000,128,"Drama, Thriller, War            "
500,Analyze That,"Mobster Paul Vitti is released into Dr. Ben Sobol's care, where only more chaos ensues.",R,2002,96,"Comedy, Crime            "
501,Get Carter,A Las Vegas mob enforcer travels back to his hometown to investigate his brother's mysterious death.,R,2000,102,"Action, Crime, Drama            "
502,Freddy Got Fingered,"An unemployed cartoonist moves back in with his parents and younger brother Freddy. When his parents demand he leave, he begins to spread rumors that his father is sexually abusing Freddy.",R,2001,87,Comedy            
503,Transformers,"An ancient struggle between two Cybertronian races, the heroic Autobots and the evil Decepticons, comes to Earth, with a clue to the ultimate power held by a teenager.",PG-13,2007,144,"Action, Adventure, Sci-Fi            "
504,Hostel: Part II,"Three American college students studying abroad are lured to a Slovakian hostel, and discover the grim reality behind it.",R,2007,94,Horror            
505,Beerfest,"Two brothers travel to Germany for Oktoberfest, only to stumble upon a secret, centuries-old competition described as a ""Fight Club"" with beer games.",R,2006,110,Comedy            
506,The Condemned,"Jack Conrad is awaiting the death penalty in a corrupt Central American prison. He is ""purchased"" by a wealthy television producer and taken to a desolate island where he must fight to the death against nine other condemned killers from all corners of the world, with freedom going to the sole survivor.",R,2007,113,"Action, Crime, Thriller            "
507,Predator 2,"The Predator returns to Earth, this time to stake a claim on the war-torn streets of a dystopian Los Angeles.",R,1990,108,"Action, Horror, Sci-Fi            "
508,How the Grinch Stole Christmas,"On the outskirts of Whoville lives a green, revenge-seeking Grinch who plans to ruin Christmas for all of the citizens of the town.",PG,2000,104,"Comedy, Family, Fantasy            "
509,The Wicker Man,"A sheriff investigating the disappearance of a young girl from a small island discovers there's a larger mystery to solve among the island's secretive, neo-pagan community.",PG-13,2006,102,"Horror, Mystery, Thriller            "
510,Assault on Precinct 13,"A police sergeant must rally the cops and prisoners together to protect themselves on New Year's Eve, just as corrupt policeman surround the station with the intent of killing all to keep their deception in the ranks.",R,2005,109,"Action, Crime, Drama            "
511,Robots,"In a robot world, a young idealistic inventor travels to the big city to join his inspiration's company, only to find himself opposing its sinister new management.",PG,2005,91,"Animation, Adventure, Comedy            "
512,Mr. Deeds,"A sweet-natured, small-town guy inherits a controlling stake in a media conglomerate and begins to do business his way.",PG-13,2002,96,"Comedy, Romance            "
513,Superhero Movie,"Orphaned high school student Rick Riker is bitten by a radioactive dragonfly, develops super powers (except for the ability to fly), and becomes a hero.",PG-13,2008,75,"Action, Comedy, Sci-Fi            "
514,Lilo & Stitch,"A young and parentless girl adopts a 'dog' from the local pound, completely unaware that it's supposedly a dangerous scientific experiment that's taken refuge on Earth and is now hiding from its creator and those who see it as a menace.",PG,2002,85,"Animation, Adventure, Comedy            "
515,Saw IV,"Despite Jigsaw's death, and in order to save the lives of two of his colleagues, Lieutenant Rigg is forced to take part in a new game, which promises to test him to the limit.",R,2007,93,"Crime, Horror, Mystery            "
516,40 Days and 40 Nights,"After a brutal break-up, a young man vows to stay celibate during the forty days of Lent, but finds the girl of his dreams and is unable to do anything about it.",R,2002,96,"Comedy, Romance            "
517,Rambo: First Blood Part II,Rambo returns to the jungles of Vietnam on a mission to infiltrate an enemy base-camp and rescue the American POWs still held captive there.,R,1985,96,"Action, Adventure, Thriller            "
518,Enter the Dragon,A secret agent comes to an opium lord's island fortress with other fighters for a martial-arts tournament.,R,1973,102,"Action, Crime, Drama            "
519,The Addams Family,Con artists plan to fleece an eccentric family using an accomplice who claims to be their long-lost uncle.,PG-13,1991,99,"Comedy, Fantasy            "
520,The Spiderwick Chronicles,"Upon moving into the run-down Spiderwick Estate with their mother, twin brothers Jared and Simon Grace, along with their sister Mallory, find themselves pulled into an alternate world full of faeries and other creatures.",PG,2008,96,"Action, Adventure, Drama            "
521,Elektra,"Elektra the warrior survives a near-death experience, becomes an assassin-for-hire, and tries to protect her two latest targets, a single father and his young daughter, from a group of supernatural assassins.",PG-13,2005,97,"Action, Adventure, Crime            "
522,8MM,"A private investigator is hired to discover if a ""snuff film"" is authentic or not.",R,1999,123,"Crime, Drama, Mystery            "
523,Æon Flux,"Æon Flux is a mysterious assassin working for the Monicans, a group of rebels trying to overthrow the government. When she is sent on a mission to kill the Chairman, a whole new mystery is found.",PG-13,2005,93,"Action, Adventure, Sci-Fi            "
524,Joy Ride,"Three young people on a road trip from Colorado to New Jersey talk to a trucker on their CB radio, then must escape when he turns out to be a psychopathic killer.",R,2001,97,"Action, Mystery, Thriller            "
525,Space Jam,"In a desperate attempt to win a basketball match and earn their freedom, the Looney Tunes seek the aid of retired basketball champion, Michael Jordan.",PG,1996,88,"Animation, Adventure, Comedy            "
526,Goldfinger,"While investigating a gold magnate's smuggling, James Bond uncovers a plot to contaminate the Fort Knox gold reserve.",PG,1964,110,"Action, Adventure, Thriller            "
527,How High,"Two guys by the name of Silas and Jamal decided to one day smoke something magical, which eventually helps them to ace their college entrance exam.",R,2001,93,"Comedy, Fantasy            "
528,Home Alone 2: Lost in New York,"One year after Kevin McCallister was left home alone and had to defeat a pair of bumbling burglars, he accidentally finds himself stranded in New York City - and the same criminals are not far behind.",PG,1992,120,"Adventure, Comedy, Crime            "
529,Flash Gordon,A football player and his friends travel to the planet Mongo and find themselves fighting the tyranny of Ming the Merciless to save Earth.,PG,1980,111,"Action, Adventure, Sci-Fi            "
530,The Naked Gun: From the Files of Police Squad!,Incompetent police Detective Frank Drebin must foil an attempt to assassinate Queen Elizabeth II.,PG-13,1988,85,"Comedy, Crime            "
531,Conan the Destroyer,Conan leads a ragtag group of adventurers on a quest for a princess.,PG,1984,103,"Action, Adventure, Fantasy            "
532,Semi-Pro,"Jackie Moon, the owner-coach-player of the American Basketball Association's Flint Michigan Tropics, rallies his teammates to make their NBA dreams come true.",R,2008,91,"Comedy, Sport            "
533,Ghostbusters II,The discovery of a massive river of ectoplasm and a resurgence of spectral activity allows the staff of Ghostbusters to revive the business.,PG,1989,108,"Action, Comedy, Fantasy            "
534,Deep Blue Sea,"Searching for a cure to Alzheimer's disease, a group of scientists on an isolated research facility become the prey, as a trio of intelligent sharks fight back.",R,1999,105,"Action, Adventure, Sci-Fi            "
535,Surf's Up,"A behind-the-scenes look at the annual Penguin World Surfing Championship, and its newest participant, up-and-comer Cody Maverick.",PG,2007,85,"Animation, Adventure, Comedy            "
536,My Sassy Girl,"A sweet Midwestern guy with his life planned out for himself is wooed, groomed, and ultimately dumped by a complicated, elusive gal.",PG-13,2008,92,"Comedy, Drama, Romance            "
537,In Her Shoes,"Strait-laced Rose breaks off relations with her party girl sister, Maggie, over an indiscretion involving Rose's boyfriend. The chilly atmosphere is broken with the arrival of Ella, the grandmother neither sister knew existed.",PG-13,2005,130,"Comedy, Drama, Romance            "
538,The X Files: I Want to Believe,Mulder and Scully are called back to duty by the FBI when a former priest claims to be receiving psychic visions pertaining to a kidnapped agent.,PG-13,2008,104,"Crime, Drama, Horror            "
539,Evolution,"A fire-fighting cadet, two college professors, and a geeky but sexy government scientist work against an alien organism that has been rapidly evolving since its arrival on Earth inside a meteor.",PG-13,2001,101,"Comedy, Sci-Fi            "
540,Dr. No,A resourceful British government agent seeks answers in a case involving the disappearance of a colleague and the disruption of the American space program.,PG,1962,110,"Action, Adventure, Thriller            "
541,"You, Me and Dupree","A best man (Wilson) stays on as a houseguest with the newlyweds, much to the couple's annoyance.",PG-13,2006,110,"Comedy, Romance            "
542,The Wedding Planner,Mary Fiore is San Francisco's most successful supplier of romance and glamor. She knows all the tricks. She knows all the rules. But then she breaks the most important rule of all: she falls in love with the groom.,PG-13,2001,103,"Comedy, Romance            "
543,Nanny McPhee,A governess uses magic to rein in the behavior of seven ne'er-do-well children in her charge.,PG,2005,97,"Comedy, Family, Fantasy            "
544,Thir13en Ghosts,"When Cyrus Kriticos, a very rich collector of unique things, dies, he leaves house and fortune to his nephew and his family. While they're inside, they find they are not alone.",R,2001,91,"Fantasy, Horror            "
545,Lara Croft Tomb Raider: The Cradle of Life,"Adventurer Lara Croft goes on a quest to save the mythical Pandora's Box, before an evil scientist finds it, and recruits a former Marine turned mercenary to assist her.",PG-13,2003,117,"Action, Adventure, Fantasy            "
546,Gothika,"A depressed psychiatrist wakes up as a patient in the asylum where she worked, with no memory of why she is there or what she has done.",R,2003,98,"Horror, Mystery, Thriller            "
547,Mr. Bean's Holiday,"Mr. Bean wins a trip to Cannes where he unwittingly separates a young boy from his father and must help the two reunite. On the way he discovers France, bicycling, and true love.",G,2007,90,"Comedy, Family            "
548,Fun with Dick and Jane,"When an affluent couple lose all their money following a series of blunders, they turn to a life of crime to make ends meet.",PG-13,2005,90,"Comedy, Crime            "
549,Psycho,"A young female embezzler arrives at the Bates Motel, which has terrible secrets of its own.",R,1998,105,"Horror, Mystery, Thriller            "
550,The Polar Express,"On Christmas Eve, a young boy embarks on a magical adventure to the North Pole on the Polar Express, while learning about friendship, bravery, and the spirit of Christmas.",G,2004,100,"Animation, Adventure, Comedy            "
551,Rambo III,Rambo mounts a one-man mission to rescue his friend Colonel Trautman from the clutches of the formidable invading Soviet forces in Afghanistan.,R,1988,102,"Action, Adventure            "
552,Friday the 13th,"A group of camp counselors trying to reopen a summer camp called Crystal Lake, which has a grim past, are stalked by a mysterious killer.",R,1980,95,"Horror, Mystery, Thriller            "
553,The Rookie,A Texas baseball coach makes the major league after agreeing to try out if his high school team made the playoffs.,G,2002,127,"Drama, Family, Sport            "
554,Universal Soldier,Two rival soldiers who were killed in Vietnam are brought back to life in a top secret military experiment that creates superhuman warriors.,R,1992,102,"Action, Sci-Fi            "
555,The Family Man,"A fast-lane investment broker, offered the opportunity to see how the other half lives, wakes up to find that his sports car and girlfriend have become a mini-van and wife.",PG-13,2000,125,"Comedy, Drama, Fantasy            "
556,Bad Santa,A miserable conman and his partner pose as Santa and his Little Helper to rob department stores on Christmas Eve. But they run into problems when the conman befriends a troubled kid.,R,2003,92,"Comedy, Crime, Drama            "
557,Che: Part One,"In 1956, Ernesto 'Che' Guevara and a band of Castro-led Cuban exiles mobilize an army to topple the regime of dictator Fulgencio Batista.",Not Rated,2008,134,"Biography, Drama, History            "
558,Rampage,A man with a thirst for revenge builds a full body armor from Kevlar and goes on a killing spree.,R,2009,85,"Action, Crime, Thriller            "
559,The Long Kiss Goodnight,"Samantha Caine lives in a small town with her daughter. Eight years ago she emerged, two months pregnant, from a nearby river with no memory of her past or who she is. However, she's getting closer to finding out about her past.",R,1996,121,"Action, Crime, Drama            "
560,The Hunchback of Notre Dame,"A deformed bell-ringer must assert his independence from a vicious government minister in order to help his friend, a gypsy dancer.",G,1996,91,"Animation, Drama, Family            "
561,Hide and Seek,"As a widower tries to piece together his life in the wake of his wife's suicide, his daughter finds solace, at first, in her imaginary friend.",R,2005,101,"Drama, Horror, Mystery            "
562,101 Dalmatians,"An evil high-fashion designer plots to steal Dalmatian puppies in order to make an extravagant fur coat, but instead creates an extravagant mess.",G,1996,103,"Adventure, Comedy, Crime            "
563,Analyze This,A comedy about a psychiatrist whose number one patient is an insecure mob boss.,R,1999,103,"Comedy, Crime            "
564,Under Siege,An ex-Navy Seal turned cook is the only person who can stop a group of terrorists when they seize control of a U.S. battleship.,R,1992,103,"Action, Thriller            "
565,Wayne's World 2,The inseparable duo try to organize a rock concert while Wayne must fend off a record producer who has an eye for his girlfriend.,PG-13,1993,95,"Comedy, Music            "
566,Good Bye Lenin!,"In 1990, to protect his fragile mother from a fatal shock after a long coma, a young man must keep her from learning that her beloved nation of East Germany as she knew it has disappeared.",R,2003,121,"Comedy, Drama, Romance            "
567,Bedazzled,"Hopeless dweeb Elliot Richards is granted seven wishes by the Devil to snare Allison, the girl of his dreams, in exchange for his soul.",PG-13,2000,93,"Comedy, Fantasy            "
568,Final Fantasy: The Spirits Within,A scientist makes a last stand on Earth with the help of a ragtag team of soldiers against an invasion of alien phantoms.,PG-13,2001,106,"Animation, Action, Adventure            "
569,Live and Let Die,James Bond is sent to stop a diabolically brilliant heroin magnate armed with a complex organisation and a reliable psychic tarot card reader.,PG,1973,121,"Action, Adventure, Thriller            "
570,A View to a Kill,The recovery of a microchip off the body of a fellow agent leads James Bond to a mad industrialist who plans to create a worldwide microchip monopoly by destroying California's Silicon Valley.,PG,1985,131,"Action, Adventure, Thriller            "
571,Two for the Money,"After suffering a career-ending knee injury, a former college football star aligns himself with one of the most renowned touts in the sports-gambling business.",R,2005,122,"Crime, Drama, Sport            "
572,Flight of the Phoenix,Survivors of a plane crash in the Mongolian desert work together to build a new plane.,PG-13,2004,113,"Action, Adventure, Drama            "
573,Sister Act 2: Back in the Habit,Showgirl Deloris Van Cartier returns as Sister Mary Clarence to teach music to a group of Catholic students whose run-down school is slated for closure.,PG,1993,107,"Comedy, Family, Music            "
574,Johnny English,"After a sudden attack on MI5, Johnny English, Britain's most confident, yet unintelligent spy, becomes Britain's only spy.",PG,2003,87,"Action, Adventure, Comedy            "
575,Post Grad,"Ryden Malby graduates from college and is forced to move back into her childhood home with her eccentric family, while she attempts to find a job, the right guy, and just a hint of where her life is headed.",PG-13,2009,88,"Comedy, Romance            "
576,The Eye,"Violinist Sydney Wells was accidentally blinded by her sister Helen when she was five years old. She submits to a cornea transplantation, and while recovering from the operation, she realizes that she is seeing dead people.",PG-13,2008,98,"Horror, Mystery            "
577,Kingpin,"A star bowler whose career was prematurely ""cut off"" hopes to ride a new prodigy to success and riches.",PG-13,1996,114,"Comedy, Sport            "
578,Super Mario Bros.,"Two Brooklyn plumbers, Mario and Luigi, must travel to another dimension to rescue a princess from the evil dictator King Koopa and stop him from taking over the world.",PG,1993,104,"Adventure, Comedy, Family            "
579,The Whole Ten Yards,"Jimmy the Tulip's (Bruce Willis) quiet new life is shaken up by his old pal Oz (Matthew Perry), whose wife (Natasha Henstridge) has been kidnapped by a Hungarian mob. The Tulip and his wife Jill (Amanda Peet) spring into action.",PG-13,2004,98,"Comedy, Crime, Thriller            "
580,Peter Pan,"Wendy and her brothers are whisked away to the magical world of Neverland with the hero of their stories, Peter Pan.",G,1953,77,"Animation, Adventure, Family            "
581,Windtalkers,"Two U.S. Marines in World War II are assigned to protect Navajo Marines, who use their native language as an unbreakable radio cypher.",R,2002,134,"Action, Drama, War            "
582,Final Fantasy VII: Advent Children,An ex-mercenary is forced out of isolation when three mysterious men kidnap and brainwash the city's children afflicted with the Geostigma disease.,PG-13,2005,101,"Animation, Action, Adventure            "
583,Stuart Little,"The Little family adopt a charming young mouse named Stuart, but the family cat wants rid of him.",PG,1999,84,"Adventure, Comedy, Family            "
584,Jeepers Creepers,A brother and sister driving home through isolated countryside for spring break encounter a flesh-eating creature which is in the midst of its ritualistic eating spree.,R,2001,90,"Horror, Mystery            "
585,Deuce Bigalow: Male Gigolo,"An average aquarium cleaner house-sits for a gigolo, only to be forced to become one himself.",R,1999,88,"Comedy, Romance            "
586,Knockaround Guys,"The wannabe sons of mobsters go to a remote town in the Midwest, and get themselves into more trouble than anyone could anticipate.",R,2001,92,"Crime, Drama, Thriller            "
587,The Messengers,"An ominous darkness invades a seemingly serene sunflower farm in North Dakota, and the Solomon family is torn apart by suspicion, mayhem and murder.",PG-13,2007,90,"Drama, Horror, Mystery            "
588,Cool Runnings,"When a Jamaican sprinter is disqualified from the Olympic Games, he enlists the help of a dishonored coach to start the first Jamaican Bobsled Team.",PG,1993,98,"Adventure, Comedy, Family            "
589,Norbit,"A mild-mannered guy, who is married to a monstrous woman, meets the woman of his dreams, and schemes to find a way to be with her.",PG-13,2007,102,"Comedy, Romance            "
590,Open Season 2,"After falling head over hooves in love with Giselle, Elliot's road to the altar takes a slight detour when Mr. Weenie is kidnapped by a group of pampered pets determined to return him to his owners.",PG,2008,76,"Animation, Adventure, Comedy            "
591,Far Cry,An ex-special forces soldier turned boatman is hired by a journalist to investigate a top-secret military base on a nearby island.,R,2008,95,"Action, Adventure, Sci-Fi            "
592,Lethal Weapon 2,Riggs and Murtaugh are on the trail of South African diplomats who are using their immunity to engage in criminal activities.,R,1989,114,"Action, Crime, Thriller            "
593,Moonraker,"James Bond investigates the mid-air theft of a space shuttle, and discovers a plot to commit global genocide.",PG,1979,126,"Action, Adventure, Sci-Fi            "
594,Never Say Never Again,"A S.P.E.C.T.R.E. Agent has stolen two American nuclear warheads, and James Bond must find their targets before they are detonated.",PG,1983,134,"Action, Adventure, Thriller            "
595,Goal! The Dream Begins,The extremely talented Santiago Muñez is spotted by a Newcastle United scout and given a chance at professional football.,PG,2005,118,"Adventure, Drama, Romance            "
596,Ali G Indahouse,"Ali G unwittingly becomes a pawn in the Chancellor's plot to overthrow the Prime Minister of Great Britain. However, Ali is embraced by the nation as a voice of the youth, making the PM and his government more popular than ever.",R,2002,85,Comedy            
597,Dinosaur,An orphaned dinosaur raised by lemurs joins an arduous trek to a sanctuary after a meteorite shower destroys his family home.,PG,2000,82,"Animation, Adventure, Drama            "
598,Alone in the Dark,A detective of the paranormal slowly unravels mysterious events with deadly results.,R,2005,96,"Action, Horror, Sci-Fi            "
599,Pinocchio,"A living puppet, with the help of a cricket as his conscience, must prove himself worthy to become a real boy.",G,1940,88,"Animation, Adventure, Comedy            "
600,Stan Helsing,"A spoof on many horror movie series. Ending his shift at the video rental, Stan's picked up by his BFF and 2 cute girls, all going to a Halloween party. Will they even get there?",R,2009,108,"Comedy, Fantasy, Horror            "
601,Big Momma's House,"In order to protect a beautiful woman and her son from a robber, a male FBI agent disguises himself as a large grandmother.",PG-13,2000,99,"Action, Comedy, Crime            "
602,Conspiracy Theory,"A taxi driver with a penchant for conspiracy theories becomes a target after one of these theories turns out to be true. Unfortunately, to save himself, he has to figure out which theory it is.",R,1997,135,"Action, Mystery, Thriller            "
603,Naked Gun 33 1/3: The Final Insult,Frank Drebin (Leslie Nielsen) comes out of retirement to help Police Squad infiltrate a gang of terrorists planning to detonate a bomb at the Academy Awards.,PG-13,1994,83,"Comedy, Crime            "
604,Octopussy,"A fake Fabergé egg, and a fellow Agent's death, lead James Bond to uncover an international jewel-smuggling operation, headed by the mysterious Octopussy, being used to disguise a nuclear attack on N.A.T.O. forces.",PG,1983,131,"Action, Adventure, Thriller            "
605,Torque,A biker returns from Thailand to set things straight with his girlfriend. One gang leader wants him for delivery of 2 motorbikes filled with crystal meth and another gang leader wants him for murdering his brother.,PG-13,2004,84,"Action, Comedy, Crime            "
606,Jaws: The Revenge,Chief Brody's widow believes that her family is deliberately being targeted by another shark in search of revenge.,PG-13,1987,89,"Adventure, Horror, Thriller            "
607,Home Alone 3,"Alex Pruitt, an 8-year-old boy living in Chicago, must fend off international spies who seek a top-secret computer chip in his toy car.",PG,1997,102,"Action, Comedy, Crime            "
608,He Got Game,A basketball player's father must try to convince him to go to a college so he can get a shorter sentence.,R,1998,136,"Drama, Sport            "
609,Shaft,New York City police detective John Shaft (nephew of the original 1970s detective) goes on a personal mission to make sure the son of a real estate tycoon is brought to justice after a racially-motivated murder.,R,2000,99,"Action, Crime, Thriller            "
610,Babe,"Babe, a pig raised by sheepdogs on a rural English farm, learns to herd sheep with a little help from Farmer Hoggett.",G,1995,91,"Comedy, Drama, Family            "
611,The Gift,A fortune teller with extrasensory perception is asked to help find a young woman who has mysteriously disappeared.,R,2000,111,"Drama, Fantasy, Horror            "
612,Cheaper by the Dozen 2,"The Bakers, while on vacation, find themselves competing with a rival family of eight children.",PG,2005,94,"Adventure, Comedy, Family            "
613,The Texas Chain Saw Massacre,"Five friends head out to rural Texas to visit the grave of a grandfather. On the way they stumble across what appears to be a deserted house, only to discover something sinister within. Something armed with a chainsaw.",R,1974,83,Horror            
614,Looney Tunes: Back in Action,The Looney Tunes search for a man's missing father and the mythical Blue Monkey diamond.,PG,2003,91,"Animation, Adventure, Comedy            "
615,The Reaping,"A former Christian missionary, who specializes in debunking religious phenomena, investigates a small town which seems to be suffering from the 10 biblical plagues.",R,2007,99,"Horror, Thriller            "
616,The Ring Two,"6 months after the incidents involving the lethal videotape, new clues prove that there is a new evil lurking in the darkness.",PG-13,2005,110,"Horror, Mystery            "
617,Collateral Damage,"After his family is killed by a terrorist act, a firefighter goes in search of the one responsible.",R,2002,108,"Action, Drama, Thriller            "
618,The Longest Day,"The events of D-Day, told on a grand scale from both the Allied and German points of view.",G,1962,178,"Action, Drama, History            "
619,The SpongeBob SquarePants Movie,SpongeBob SquarePants takes leave from the town of Bikini Bottom in order to track down King Neptune's stolen crown.,PG,2004,87,"Animation, Adventure, Comedy            "
620,Raise Your Voice,A girl from a small town heads to the big city of Los Angeles to spend the summer at a performing arts high school.,PG,2004,103,"Family, Music, Musical            "
621,The Naked Gun 2½: The Smell of Fear,Lieutenant Frank Drebin discovers that his ex-girlfriend's new beau is involved in a plot to kidnap a scientist who advocates solar energy.,PG-13,1991,85,"Comedy, Crime            "
622,White Men Can't Jump,Black and white basketball hustlers join forces to double their chances of winning money on the street courts and in a basketball tournament.,R,1992,115,"Comedy, Drama, Sport            "
623,Mindhunters,Trainees in the FBI's psychological profiling program must put their training into practice when they discover a killer in their midst.,R,2004,106,"Crime, Horror, Thriller            "
624,The Forgotten,"After being told that their children never existed, a man and woman soon discover there is a much bigger enemy at work.",PG-13,2004,91,"Drama, Mystery, Sci-Fi            "
625,Monster House,"Three teens discover that their neighbor's house is really a living, breathing, scary monster.",PG,2006,91,"Animation, Comedy, Family            "
626,Resident Evil: Degeneration,"Leon S. Kennedy and Claire Redfield must battle a rogue warrior seeking revenge after unleashing the deadly G-Virus, whilst a mutated monster goes on a rampage.",R,2008,98,"Animation, Action, Horror            "
627,Police Academy 4: Citizens on Patrol,The misfit Police Academy (1984) graduates now are assigned to train a group of civilian volunteers to fight crime once again plaguing the streets.,PG,1987,88,"Comedy, Crime            "
628,Street Fighter,Col. Guile and various other martial arts heroes fight against the tyranny of Dictator M. Bison and his cohorts.,PG-13,1994,102,"Action, Adventure, Comedy            "
629,Bride & Prejudice,"A modern adaptation of Jane Austen's classic novel, Pride and Prejudice, that features the lives of four unmarried daughters in an Indian family.",PG-13,2004,122,"Comedy, Drama, Musical            "
630,About Schmidt,"A recently retired man embarks on a journey to his estranged daughter's wedding, only to discover more about himself and life than he ever expected.",R,2002,125,"Comedy, Drama            "
631,Employee of the Month,"A slacker competes with a repeat winner for the ""Employee of the Month"" title at work, in order to gain the affections of a new female employee.",PG-13,2006,103,"Comedy, Romance            "
632,Brother Bear,"When a young Inuit hunter needlessly kills a bear, he is magically changed into a bear himself as punishment with a talkative cub being his only guide to changing back.",G,2003,85,"Animation, Adventure, Comedy            "
633,Dumbo,"Ridiculed because of his enormous ears, a young circus elephant is assisted by a mouse to achieve his full potential.",G,1941,64,"Animation, Adventure, Drama            "
634,The Karate Kid Part II,"Daniel accompanies his mentor, Mr. Miyagi, to Miyagi's childhood home in Okinawa. Miyagi visits his dying father and confronts his old rival, while Daniel falls in love and inadvertently makes a new rival of his own.",PG,1986,113,"Action, Family, Sport            "
635,Kiss of the Dragon,A betrayed intelligence officer enlists the aid of a prostitute to prove his innocence from a deadly conspiracy while returning a favor to her.,R,2001,98,"Action, Crime, Thriller            "
636,Crocodile Dundee,An American reporter goes to the Australian outback to meet an eccentric crocodile poacher and invites him to New York City.,PG-13,1986,97,"Action, Adventure, Comedy            "
637,Escape from L.A.,"Snake Plissken is once again called in by the United States government to recover a potential doomsday device from Los Angeles, now an autonomous island where undesirables are deported.",R,1996,101,"Action, Adventure, Sci-Fi            "
638,The Messenger: The Story of Joan of Arc,A young girl receives a vision that drives her to rid France of its oppressors.,R,1999,148,"Adventure, Biography, Drama            "
639,The Fox and the Hound,"A little fox named Tod, and Copper, a hound puppy, vow to be best buddies forever. But as Copper grows into a hunting dog, their unlikely friendship faces the ultimate test.",G,1981,83,"Animation, Adventure, Drama            "
640,Bandidas,"In turn-of-the-century Mexico, two very different women become a bank-robbing duo in an effort to combat a ruthless enforcer terrorizing their town.",PG-13,2006,93,"Action, Comedy, Crime            "
641,Big Momma's House 2,An FBI agent reprises his disguise as a corpulent old lady and takes a job as a nanny in a crime suspect's house.,PG-13,2006,99,"Comedy, Crime            "
642,Lethal Weapon 3,Martin Riggs and Roger Murtaugh pursue a former LAPD officer who uses his knowledge of police procedure and policies to steal and sell confiscated guns and ammunition to local street gangs.,R,1992,118,"Action, Crime, Thriller            "
643,Escape from Alcatraz,"Alcatraz is the most secure prison of its time. It is believed that no one can ever escape from it, until three daring men make a possibly successful attempt at escaping from one of the most infamous prisons in the world.",PG,1979,112,"Action, Biography, Crime            "
644,Deuce Bigalow: European Gigolo,"Deuce is tricked again into man-whoring by T.J., only in Amsterdam while other man-whores are being murdered in his midst.",R,2005,83,Comedy            
645,Taxi,"To work off his tarnished driving record, a hip taxi driver must chauffeur a loser police inspector on the trail of German bank robbers.",Not Rated,1998,86,"Action, Comedy, Crime            "
